timestamp,city_zone,traffic_density,avg_speed_kmph,traffic_signal_status,vehicle_count,co_ppm,no2_ppb,so2_ppb,pm2_5,pm10,temperature_c,humidity_percent,aqi,zone_id,lane_id,avg_speed,co,no2,so2,aqi_category,traffic_severity,accident_risk,pollution_hotspot,future_aqi,future_traffic,speed_limit
2024-01-01 00:14:00,Zone_D,35,34,Red,451,2.48,96.74,21.59,30.5,37,33.44,42.23,333,16,1,27,1.8832060044751768,96,20,Very Unhealthy,Medium,Medium,Yes,339,31,80
2024-01-01 00:15:00,Zone_B,51,45,Red,494,1.71,101.45,28.5,75.44,77,28.33,65.17,229,7,1,38,0.4631499863683338,91,41,Very Unhealthy,Medium,Medium,Yes,219,61,50
2024-01-01 00:16:00,Zone_D,187,69,Yellow,336,1.75,58.18,66.15,108.47,190,18.53,37.96,54,15,3,75,2.153256535367064,116,61,Moderate,Critical,High,No,53,195,60
2024-01-01 00:17:00,Zone_E,70,16,Green,217,0.99,19.2,25.93,23.23,43,39.3,36.99,350,13,3,58,0.227459911352433,123,76,Very Unhealthy,High,Low,Yes,341,72,60
2024-01-01 00:18:00,Zone_A,50,74,Red,412,1.08,63.54,18.24,32.05,101,35.49,81.81,64,9,2,40,0.3615678956223949,42,9,Moderate,Medium,High,No,75,62,50
2024-01-01 00:19:00,Zone_D,194,45,Red,479,1.46,18.02,54.43,205.96,85,32.31,48.31,363,1,1,50,1.102540407859142,148,76,Very Unhealthy,Critical,Low,Yes,361,199,40
2024-01-01 00:20:00,Zone_B,139,39,Yellow,472,2.49,64.7,62.74,74.44,156,38.53,75.04,192,2,2,16,0.2530688197045379,31,17,Unhealthy,Critical,Low,Yes,211,141,40
2024-01-01 00:21:00,Zone_E,108,56,Green,112,1.09,64.68,18.12,234.52,165,30.43,85.02,284,8,2,62,2.1101900229657926,85,55,Very Unhealthy,Critical,Low,Yes,297,116,50
2024-01-01 00:22:00,Zone_D,107,38,Green,270,1.1,99.89,23.93,133.89,107,27.39,39.26,278,8,3,62,1.089693430238664,39,40,Very Unhealthy,Critical,Medium,Yes,279,112,50
2024-01-01 00:23:00,Zone_A,40,14,Green,289,1.79,70.11,7.4,227.29,91,26.34,30.35,367,16,2,60,0.8970597655420456,53,36,Very Unhealthy,Medium,Medium,Yes,383,44,80
2024-01-01 00:24:00,Zone_A,160,74,Red,360,2.55,21.08,7.2,195.58,198,35.83,31.36,106,19,1,19,2.475828265918783,64,21,Unhealthy(SG),Critical,Low,No,106,174,80
2024-01-01 00:25:00,Zone_C,191,78,Yellow,345,1.61,60.27,9.11,53.24,156,18.59,55.57,76,8,1,36,2.4040128820855324,84,60,Moderate,Critical,Medium,No,83,193,50
2024-01-01 00:26:00,Zone_C,124,72,Red,462,0.56,90.55,9.31,198.91,119,24.5,84.13,221,2,2,72,1.88068667107158,57,7,Very Unhealthy,Critical,High,Yes,225,127,40
2024-01-01 00:27:00,Zone_B,165,65,Yellow,268,2.76,21.48,63.36,117.86,37,36.71,56.06,385,12,3,61,1.160736033900758,46,9,Very Unhealthy,Critical,Medium,Yes,375,168,60
2024-01-01 00:28:00,Zone_D,156,26,Yellow,444,1.52,63.9,49.09,95.66,161,16.04,57.59,148,7,4,49,1.51042548277833,59,65,Unhealthy(SG),Critical,High,No,140,163,50
2024-01-01 00:29:00,Zone_D,57,60,Red,402,2.37,65.53,25.25,106.93,39,18.88,70.46,244,11,3,31,0.6814931056217984,52,33,Very Unhealthy,Medium,High,Yes,257,58,60
2024-01-01 00:30:00,Zone_C,11,46,Yellow,290,0.32,112.42,13.56,25.49,91,32.31,89.66,338,2,3,26,0.7722996158278972,51,78,Very Unhealthy,Low,High,Yes,342,11,40
2024-01-01 00:31:00,Zone_D,148,18,Yellow,344,2.54,95.49,76.4,246.02,91,17.34,57.22,393,12,2,65,1.236901244942506,111,59,Very Unhealthy,Critical,Low,Yes,396,155,60
2024-01-01 00:32:00,Zone_D,181,47,Yellow,259,0.36,36.89,32.94,95.15,30,21.04,30.91,242,5,1,61,1.0731804828040092,39,6,Very Unhealthy,Critical,High,Yes,256,193,40
2024-01-01 00:33:00,Zone_A,110,62,Green,221,2.91,98.85,6.03,174.46,97,39.03,45.95,363,1,4,33,0.8827142344372496,88,39,Very Unhealthy,Critical,High,Yes,370,110,40
2024-01-01 00:34:00,Zone_C,196,22,Green,69,2.69,57.16,6.2,239.09,76,19.68,73.37,92,7,3,54,0.6920454536577654,77,55,Moderate,Critical,High,No,85,206,50
2024-01-01 00:35:00,Zone_E,137,62,Green,145,0.95,64.85,20.96,113.96,139,20.85,61.14,165,1,2,57,1.0098251880033295,113,45,Unhealthy,Critical,Low,Yes,172,148,40
2024-01-01 00:36:00,Zone_C,68,58,Green,390,0.83,50.71,65.44,154.34,123,21.38,52.72,188,3,2,56,2.2784085020759446,33,76,Unhealthy,High,High,Yes,205,69,40
2024-01-01 00:37:00,Zone_E,129,79,Red,406,2.39,19.98,64.34,216.63,189,16.04,45.8,224,13,4,68,0.4033151399555321,33,46,Very Unhealthy,Critical,High,Yes,241,128,60
2024-01-01 00:38:00,Zone_A,47,44,Red,76,0.62,118.91,6.77,79.52,157,35.66,53.31,355,2,2,75,1.6447750495328293,87,60,Very Unhealthy,Medium,Medium,Yes,349,42,40
2024-01-01 00:39:00,Zone_B,162,25,Red,343,2.63,19.52,20.07,49.98,170,20.95,40.05,258,17,4,39,2.479299116911076,74,55,Very Unhealthy,Critical,Low,Yes,249,173,80
2024-01-01 00:40:00,Zone_D,116,22,Green,392,0.29,19.18,60.33,21.87,152,30.35,41.86,337,6,3,31,0.2641450124590937,111,63,Very Unhealthy,Critical,Medium,Yes,349,112,50
2024-01-01 00:41:00,Zone_A,30,20,Red,403,2.02,23.16,10.49,72.83,190,24.88,61.27,331,4,4,55,1.330036085593336,132,28,Very Unhealthy,Medium,Medium,Yes,337,40,40
2024-01-01 00:42:00,Zone_D,51,11,Green,125,0.93,40.46,36.18,81.63,182,29.63,87.04,208,3,4,75,1.9815033518065803,51,13,Very Unhealthy,Medium,Low,Yes,226,61,40
2024-01-01 00:43:00,Zone_B,173,28,Green,316,2.56,69.96,77.04,170.37,181,23.16,73.61,122,11,4,41,1.5475137657761184,114,76,Unhealthy(SG),Critical,Low,No,133,175,60
2024-01-01 00:44:00,Zone_B,146,54,Yellow,213,1.26,95.18,48.4,139.42,186,15.24,50.41,131,6,2,64,0.61570417527372,80,35,Unhealthy(SG),Critical,Medium,No,149,148,50
2024-01-01 00:45:00,Zone_A,149,55,Yellow,465,1.41,94.01,37.31,73.17,75,30.15,53.26,182,17,2,58,1.7325614626329164,68,20,Unhealthy,Critical,High,Yes,184,158,80
2024-01-01 00:46:00,Zone_B,19,56,Green,280,0.61,65.22,77.06,213.81,155,34.52,51.72,251,3,3,35,0.8652795501272053,96,10,Very Unhealthy,Low,Medium,Yes,248,17,40
2024-01-01 00:47:00,Zone_E,196,58,Yellow,412,1.95,103.03,42.99,143.83,30,25.12,69.12,258,8,1,75,0.2268101011327667,54,20,Very Unhealthy,Critical,Medium,Yes,250,208,50
2024-01-01 00:48:00,Zone_B,142,51,Yellow,239,1.52,12.32,50.14,12.43,156,22.42,80.58,90,18,2,51,1.845401293882036,120,56,Moderate,Critical,High,No,103,149,80
2024-01-01 00:49:00,Zone_D,42,42,Yellow,429,0.22,14.43,43.43,11.37,122,24.39,61.79,94,13,3,45,1.032190566947491,89,31,Moderate,Medium,Low,No,113,43,60
2024-01-01 00:50:00,Zone_D,78,50,Yellow,321,2.25,81.04,61.28,133.92,76,16.87,43.32,119,10,2,79,1.850333002147784,22,56,Unhealthy(SG),High,Medium,No,129,73,50
2024-01-01 00:51:00,Zone_D,89,78,Red,91,0.56,61.14,29.92,186.14,61,39.29,82.89,55,5,3,74,2.191954451859235,38,60,Moderate,High,Low,No,57,94,40
2024-01-01 00:52:00,Zone_D,110,28,Yellow,464,1.67,65.52,16.41,20.79,149,25.08,35.49,281,8,4,73,1.7144311386004163,85,62,Very Unhealthy,Critical,Medium,Yes,299,113,50
2024-01-01 00:53:00,Zone_E,38,48,Green,282,1.71,33.99,40.39,204.43,86,22.7,44.25,159,12,4,22,1.6576104757204186,140,32,Unhealthy,Medium,Low,Yes,161,43,60
2024-01-01 00:54:00,Zone_C,155,16,Yellow,375,1.04,102.1,59.95,30.55,124,21.72,59.76,54,3,2,21,2.235934528264786,81,21,Moderate,Critical,Low,No,70,158,40
2024-01-01 00:55:00,Zone_A,143,48,Yellow,62,0.84,65.35,40.0,197.83,94,19.12,39.03,372,8,1,62,0.3048018948105025,98,37,Very Unhealthy,Critical,High,Yes,362,156,50
2024-01-01 00:56:00,Zone_D,62,43,Red,85,1.07,33.19,20.18,11.3,102,38.31,63.62,80,15,4,67,0.7184472843113521,55,65,Moderate,High,Low,No,96,70,60
2024-01-01 00:57:00,Zone_B,169,53,Red,124,1.31,25.22,16.23,99.19,62,31.49,49.73,293,2,1,54,0.3130484083542225,18,62,Very Unhealthy,Critical,Medium,Yes,295,166,40
2024-01-01 00:58:00,Zone_D,133,78,Red,188,2.82,119.49,77.83,108.09,170,36.25,53.49,284,6,1,34,2.3087505769663625,112,76,Very Unhealthy,Critical,High,Yes,295,139,50
2024-01-01 00:59:00,Zone_B,51,77,Yellow,173,2.07,90.02,74.12,208.05,54,39.04,56.87,129,7,4,28,0.623599323311427,123,10,Unhealthy(SG),Medium,Medium,No,128,61,50
2024-01-01 01:00:00,Zone_B,56,72,Green,431,2.9,68.59,28.32,46.42,196,21.1,70.83,79,7,4,59,0.8289549697069427,63,19,Moderate,Medium,Low,No,85,59,50
2024-01-01 01:01:00,Zone_D,168,57,Red,353,0.44,72.31,77.26,44.49,39,29.22,39.36,79,6,1,24,1.385916178767628,146,56,Moderate,Critical,High,No,93,165,50
2024-01-01 01:02:00,Zone_E,199,12,Yellow,299,0.33,22.13,51.48,249.76,194,37.93,88.08,105,20,1,18,0.5347548492677303,61,78,Unhealthy(SG),Critical,High,No,123,205,80
2024-01-01 01:03:00,Zone_B,193,43,Yellow,453,0.36,89.37,28.11,80.09,197,28.03,40.57,360,3,4,77,1.0448953057557155,79,64,Very Unhealthy,Critical,Medium,Yes,364,198,40
2024-01-01 01:04:00,Zone_B,20,18,Yellow,206,2.61,111.12,27.87,167.2,197,34.65,43.88,385,12,1,40,0.9914094083639546,105,20,Very Unhealthy,Low,Low,Yes,385,30,60
2024-01-01 01:05:00,Zone_D,163,70,Red,68,2.54,108.69,72.5,97.49,111,31.57,30.1,213,9,4,35,2.372267493512729,122,8,Very Unhealthy,Critical,Low,Yes,213,161,50
2024-01-01 01:06:00,Zone_B,164,29,Yellow,174,1.43,96.67,32.79,41.71,88,37.14,87.84,343,6,4,44,2.210542044181807,85,16,Very Unhealthy,Critical,Low,Yes,348,159,50
2024-01-01 01:07:00,Zone_B,92,49,Red,439,1.42,81.8,10.84,28.8,124,38.7,56.58,329,18,4,64,0.3528049424223188,133,49,Very Unhealthy,Critical,Medium,Yes,326,98,80
2024-01-01 01:08:00,Zone_D,194,21,Yellow,361,1.4,39.39,60.48,44.04,36,17.11,63.32,185,16,3,35,1.840991427492138,75,56,Unhealthy,Critical,High,Yes,193,189,80
2024-01-01 01:09:00,Zone_D,118,37,Green,258,2.84,47.92,16.04,183.29,97,17.07,89.08,100,11,3,34,1.3172487442805294,70,40,Moderate,Critical,High,No,90,118,60
2024-01-01 01:10:00,Zone_A,36,57,Green,176,0.93,101.5,56.83,222.49,74,18.12,80.3,222,3,4,65,0.8990411073255271,36,14,Very Unhealthy,Medium,Medium,Yes,227,47,40
2024-01-01 01:11:00,Zone_E,196,16,Yellow,149,2.21,88.84,56.94,232.65,180,35.58,85.71,180,17,1,63,0.4669349342589483,50,13,Unhealthy,Critical,Medium,Yes,178,208,80
2024-01-01 01:12:00,Zone_E,71,23,Red,424,0.51,118.94,47.78,11.49,196,26.21,78.02,125,3,1,63,0.5797337997314828,39,27,Unhealthy(SG),High,Low,No,124,78,40
2024-01-01 01:13:00,Zone_B,157,28,Yellow,301,0.93,19.37,47.99,132.37,178,34.55,68.69,93,20,3,77,0.5039335538065594,107,72,Moderate,Critical,Medium,No,105,167,80
2024-01-01 01:14:00,Zone_E,140,63,Green,451,1.88,48.26,31.27,130.51,41,31.51,50.88,186,15,2,77,0.2641598360921642,21,63,Unhealthy,Critical,High,Yes,198,142,60
2024-01-01 01:15:00,Zone_B,153,69,Yellow,284,1.87,106.76,35.82,44.07,124,35.17,42.98,398,3,1,47,0.6828027597815267,15,52,Very Unhealthy,Critical,Medium,Yes,414,163,40
2024-01-01 01:16:00,Zone_A,112,76,Red,253,1.75,12.85,14.08,151.59,199,29.17,55.41,361,17,2,40,1.2027270819749665,57,48,Very Unhealthy,Critical,Low,Yes,358,124,80
2024-01-01 01:17:00,Zone_D,53,43,Red,347,0.55,46.96,46.6,134.1,129,27.24,80.83,112,7,2,55,1.905754208844617,30,68,Unhealthy(SG),Medium,Low,No,127,54,50
2024-01-01 01:18:00,Zone_D,102,50,Red,109,2.31,117.16,66.24,234.24,103,39.88,88.5,287,20,4,65,2.000806633285648,146,5,Very Unhealthy,Critical,Medium,Yes,280,98,80
2024-01-01 01:19:00,Zone_D,39,40,Red,305,2.19,70.13,7.27,22.94,64,15.29,85.81,373,16,3,20,0.4540614585616516,104,49,Very Unhealthy,Medium,High,Yes,364,53,80
2024-01-01 01:20:00,Zone_E,177,48,Green,105,2.11,43.91,58.16,153.48,43,28.49,56.08,236,13,1,78,2.0383491202543498,65,73,Very Unhealthy,Critical,Medium,Yes,234,175,60
2024-01-01 01:21:00,Zone_A,128,61,Red,308,0.56,112.31,15.07,11.67,145,37.58,41.34,158,11,1,50,0.6454438621426821,41,25,Unhealthy,Critical,High,Yes,170,138,60
2024-01-01 01:22:00,Zone_E,38,56,Red,216,0.82,48.18,64.9,130.44,62,16.05,53.26,312,12,3,17,1.355837645996969,68,21,Very Unhealthy,Medium,Low,Yes,324,36,60
2024-01-01 01:23:00,Zone_E,39,29,Green,92,2.75,24.68,5.07,215.11,68,34.6,87.67,314,6,1,69,0.4631723115298129,18,70,Very Unhealthy,Medium,Medium,Yes,316,52,50
2024-01-01 01:24:00,Zone_A,113,61,Red,461,1.55,73.71,10.76,121.93,89,23.17,85.26,395,3,2,73,1.2678946652308942,58,42,Very Unhealthy,Critical,High,Yes,387,111,40
2024-01-01 01:25:00,Zone_A,119,71,Green,475,1.37,88.58,66.65,134.07,193,29.1,56.22,243,20,1,70,0.3850175771253738,149,70,Very Unhealthy,Critical,Low,Yes,248,126,80
2024-01-01 01:26:00,Zone_A,41,14,Red,186,2.64,18.73,25.21,68.0,25,37.5,40.5,266,15,4,32,1.985988805210752,127,68,Very Unhealthy,Medium,Low,Yes,263,51,60
2024-01-01 01:27:00,Zone_A,147,66,Red,389,1.03,78.43,72.03,84.62,111,32.15,80.49,241,12,1,32,0.973168599960615,33,14,Very Unhealthy,Critical,Low,Yes,260,161,60
2024-01-01 01:28:00,Zone_D,60,13,Red,323,2.51,50.9,63.58,149.27,38,18.2,69.1,51,8,1,38,0.9311763011065356,48,35,Moderate,High,Medium,No,48,56,50
2024-01-01 01:29:00,Zone_C,145,20,Red,394,1.44,23.71,53.1,36.09,123,24.47,45.91,244,5,3,27,0.5484624392471951,140,22,Very Unhealthy,Critical,Medium,Yes,239,145,40
2024-01-01 01:30:00,Zone_C,188,28,Yellow,299,1.94,79.93,27.48,91.38,38,29.32,75.98,368,1,1,20,2.2821158165381887,70,66,Very Unhealthy,Critical,High,Yes,360,194,40
2024-01-01 01:31:00,Zone_A,45,36,Yellow,70,1.22,39.6,67.97,30.59,59,26.21,87.03,237,14,3,17,1.2409161971264244,54,30,Very Unhealthy,Medium,High,Yes,235,56,60
2024-01-01 01:32:00,Zone_C,64,38,Red,203,2.77,28.67,19.53,222.03,97,21.79,41.17,129,5,2,67,1.5857486471568305,79,24,Unhealthy(SG),High,Medium,No,129,78,40
2024-01-01 01:33:00,Zone_C,172,27,Red,72,0.5,20.31,71.89,143.72,87,30.32,41.9,89,13,1,71,1.725666809749952,18,45,Moderate,Critical,Medium,No,88,177,60
2024-01-01 01:34:00,Zone_A,45,46,Red,443,0.81,54.15,61.73,136.36,190,31.13,73.47,246,18,4,19,0.588818815750181,138,26,Very Unhealthy,Medium,Medium,Yes,244,56,80
2024-01-01 01:35:00,Zone_C,65,70,Yellow,477,0.77,78.28,31.13,186.73,124,34.24,34.5,365,7,3,36,1.9097200058582469,110,41,Very Unhealthy,High,Low,Yes,373,65,50
2024-01-01 01:36:00,Zone_E,45,56,Red,318,0.93,117.3,18.07,17.18,173,16.7,62.24,302,19,3,46,0.8087637120591005,30,43,Very Unhealthy,Medium,High,Yes,299,46,80
2024-01-01 01:37:00,Zone_B,98,29,Green,230,1.47,47.18,38.14,184.46,128,36.79,50.78,343,4,3,67,1.8299859804894325,127,72,Very Unhealthy,Critical,Low,Yes,348,93,40
2024-01-01 01:38:00,Zone_B,198,79,Yellow,295,0.53,77.37,14.83,230.9,145,22.64,42.81,103,12,4,35,1.3663094851254909,87,20,Unhealthy(SG),Critical,High,No,121,203,60
2024-01-01 01:39:00,Zone_A,71,58,Yellow,342,0.31,22.94,41.39,221.34,55,26.36,48.96,236,4,4,17,1.1604068996410732,94,44,Very Unhealthy,High,High,Yes,243,76,40
2024-01-01 01:40:00,Zone_D,118,24,Yellow,233,1.78,112.97,22.02,49.97,82,38.88,72.08,342,2,4,59,1.041798007490584,17,59,Very Unhealthy,Critical,High,Yes,353,128,40
2024-01-01 01:41:00,Zone_A,96,27,Red,492,1.61,91.47,5.34,86.64,99,22.0,53.71,65,9,2,67,1.270474979643976,115,64,Moderate,Critical,High,No,65,95,50
2024-01-01 01:42:00,Zone_D,162,47,Green,189,1.15,88.27,44.87,39.7,126,33.21,80.79,56,19,2,71,0.6663159132207538,23,22,Moderate,Critical,High,No,73,162,80
2024-01-01 01:43:00,Zone_B,73,31,Yellow,52,0.68,70.25,27.49,130.26,178,17.0,80.55,262,14,2,47,1.0642783681647336,57,41,Very Unhealthy,High,High,Yes,267,77,60
2024-01-01 01:44:00,Zone_A,197,69,Green,191,0.53,71.97,50.83,66.87,129,27.54,68.76,284,14,2,69,1.8988727033610864,27,49,Very Unhealthy,Critical,Medium,Yes,288,195,60
2024-01-01 01:45:00,Zone_E,66,75,Green,212,2.69,59.14,28.46,49.34,65,31.3,67.08,72,9,4,70,0.881128966106633,146,7,Moderate,High,Medium,No,87,62,50
2024-01-01 01:46:00,Zone_C,122,35,Green,403,1.42,15.02,56.33,71.66,111,33.82,34.53,246,10,2,28,1.7890387868110065,13,43,Very Unhealthy,Critical,High,Yes,236,122,50
2024-01-01 01:47:00,Zone_D,79,73,Red,281,2.87,17.75,55.01,143.45,185,15.94,77.8,209,3,4,63,1.3163386445285494,66,25,Very Unhealthy,High,Medium,Yes,202,81,40
2024-01-01 01:48:00,Zone_C,189,67,Red,398,1.11,31.11,6.88,113.16,20,25.16,84.93,388,11,4,41,1.7602699616619903,48,13,Very Unhealthy,Critical,Medium,Yes,398,189,60
2024-01-01 01:49:00,Zone_C,193,12,Red,207,1.92,30.7,56.64,28.14,42,17.74,80.45,148,18,4,19,1.903490828041816,113,61,Unhealthy(SG),Critical,Low,No,148,189,80
2024-01-01 01:50:00,Zone_A,29,39,Yellow,120,1.79,16.29,18.72,115.26,80,17.77,43.45,325,16,1,36,0.8350440377087236,97,34,Very Unhealthy,Low,Medium,Yes,335,26,80
2024-01-01 01:51:00,Zone_C,63,28,Yellow,423,0.66,64.63,66.56,83.11,171,35.17,40.15,358,4,3,46,2.365825958632397,120,40,Very Unhealthy,High,Low,Yes,371,77,40
2024-01-01 01:52:00,Zone_E,10,19,Green,243,1.58,65.98,13.93,244.84,161,37.6,54.43,396,7,2,53,1.7074594324806989,96,40,Very Unhealthy,Low,Low,Yes,406,10,50
2024-01-01 01:53:00,Zone_C,99,55,Yellow,451,1.56,75.93,23.56,178.95,71,15.09,85.26,325,16,2,30,2.3239090096185904,66,5,Very Unhealthy,Critical,Low,Yes,318,111,80
2024-01-01 01:54:00,Zone_A,147,28,Red,75,1.62,96.6,48.02,98.32,79,37.38,68.83,192,1,4,17,2.441608478455391,149,5,Unhealthy,Critical,High,Yes,205,143,40
2024-01-01 01:55:00,Zone_E,160,67,Red,223,1.05,112.96,36.47,38.84,190,32.72,55.89,126,15,3,77,1.1917303739843113,137,58,Unhealthy(SG),Critical,High,No,121,160,60
2024-01-01 01:56:00,Zone_B,188,15,Red,445,0.88,114.29,79.36,24.6,21,30.81,42.2,323,2,2,76,2.2330637456936726,28,5,Very Unhealthy,Critical,Medium,Yes,316,187,40
2024-01-01 01:57:00,Zone_C,122,60,Red,235,1.35,108.97,58.97,164.98,185,27.31,76.9,249,1,4,52,0.3872151745650234,41,78,Very Unhealthy,Critical,Medium,Yes,256,135,40
2024-01-01 01:58:00,Zone_A,161,23,Green,362,2.78,91.58,21.52,27.43,195,38.95,76.24,379,5,3,32,0.3784544130492236,66,49,Very Unhealthy,Critical,High,Yes,382,161,40
2024-01-01 01:59:00,Zone_B,22,67,Yellow,465,1.79,83.74,60.0,186.42,149,38.94,46.01,225,12,4,78,0.5478090850280604,65,69,Very Unhealthy,Low,Low,Yes,233,33,60
2024-01-01 02:00:00,Zone_B,166,17,Red,162,1.51,22.93,31.72,37.18,197,36.3,70.0,105,16,1,28,0.6785152125534388,102,11,Unhealthy(SG),Critical,High,No,116,172,80
2024-01-01 02:01:00,Zone_D,195,11,Green,289,0.75,82.2,6.7,22.5,49,38.5,45.3,158,20,4,19,0.672383980259466,95,46,Unhealthy,Critical,Low,Yes,148,204,80
2024-01-01 02:02:00,Zone_E,119,27,Yellow,369,2.79,27.26,26.12,247.06,142,35.44,76.83,113,6,2,38,1.0491574596336746,136,57,Unhealthy(SG),Critical,Medium,No,109,116,50
2024-01-01 02:03:00,Zone_C,100,66,Green,251,2.05,92.01,75.58,240.84,59,35.72,31.75,342,6,2,37,0.8020151034449285,67,26,Very Unhealthy,Critical,Low,Yes,334,104,50
2024-01-01 02:04:00,Zone_A,104,44,Red,277,2.97,27.82,14.61,147.9,137,16.47,82.93,302,3,4,30,0.7165586565365909,110,43,Very Unhealthy,Critical,Medium,Yes,321,108,40
2024-01-01 02:05:00,Zone_D,52,75,Red,371,0.67,84.97,47.93,228.87,172,24.11,62.62,285,18,1,15,0.2072020451808066,42,51,Very Unhealthy,Medium,Medium,Yes,297,66,80
2024-01-01 02:06:00,Zone_E,147,65,Red,470,1.29,17.95,78.32,243.38,154,18.48,41.81,86,4,2,67,2.007127626862299,13,9,Moderate,Critical,High,No,78,149,40
2024-01-01 02:07:00,Zone_D,168,52,Yellow,191,1.13,44.48,44.06,116.42,107,33.08,65.51,187,15,3,43,2.046344451990459,53,74,Unhealthy,Critical,High,Yes,206,176,60
2024-01-01 02:08:00,Zone_E,83,17,Red,187,1.13,51.16,29.76,12.41,32,36.68,73.58,66,16,3,17,1.6089994617495895,122,10,Moderate,High,Medium,No,85,96,80
2024-01-01 02:09:00,Zone_E,23,14,Yellow,153,0.29,44.5,49.89,158.97,106,20.97,74.34,344,4,4,18,2.395735759426397,11,47,Very Unhealthy,Low,Medium,Yes,355,26,40
2024-01-01 02:10:00,Zone_C,108,22,Green,498,1.71,44.18,24.24,105.65,37,17.5,87.02,319,20,2,74,0.6023306769899117,53,72,Very Unhealthy,Critical,Medium,Yes,322,109,80
2024-01-01 02:11:00,Zone_E,118,16,Yellow,369,1.9,68.57,63.17,171.73,170,39.07,53.24,239,19,2,63,0.2170993362360966,134,71,Very Unhealthy,Critical,Low,Yes,246,124,80
2024-01-01 02:12:00,Zone_D,171,30,Green,474,0.33,100.6,69.7,52.76,150,23.86,81.78,302,10,2,69,0.6111944008601295,99,39,Very Unhealthy,Critical,High,Yes,308,167,50
2024-01-01 02:13:00,Zone_E,154,46,Yellow,168,2.66,106.07,31.42,246.82,179,31.94,32.69,168,11,3,66,1.843403220109218,91,63,Unhealthy,Critical,Medium,Yes,168,153,60
2024-01-01 02:14:00,Zone_C,158,54,Red,326,0.76,18.08,62.97,194.66,116,17.63,48.4,175,5,1,60,1.4156525674782972,96,67,Unhealthy,Critical,Medium,Yes,190,164,40
2024-01-01 02:15:00,Zone_C,105,61,Red,246,0.61,31.16,67.65,81.0,151,22.01,61.23,100,16,3,31,0.3964594098994511,120,26,Moderate,Critical,High,No,108,114,80
2024-01-01 02:16:00,Zone_D,67,57,Green,314,0.7,44.02,35.6,195.03,53,39.37,81.69,154,4,1,63,0.365609275029079,109,25,Unhealthy,High,Medium,Yes,167,80,40
